# frame +z -z 
490 81 0 
491 81 0 
492 82 0 
493 82 0 
494 84 0 
495 84 0 
496 84 0 
497 84 0 
498 84 0 
499 84 0 
500 84 0 
501 84 0 
502 84 0 
503 84 0 
504 84 0 
505 84 0 
506 84 0 
507 84 0 
508 84 0 
509 84 0 
510 85 0 
511 85 0 
512 85 0 
513 85 0 
514 85 0 
515 85 0 
516 85 0 
517 85 0 
518 85 0 
519 85 0 
520 86 0 
521 86 0 
522 86 0 
523 86 0 
524 86 0 
525 86 0 
526 86 0 
527 87 0 
528 87 0 
529 87 0 
530 88 0 
531 89 0 
532 89 0 
533 89 0 
534 89 0 
535 89 0 
536 89 0 
537 89 0 
538 89 0 
539 89 0 
540 90 0 
541 90 0 
542 91 0 
543 92 0 
544 92 0 
545 92 0 
546 92 0 
547 92 0 
548 92 0 
549 92 0 
550 93 0 
551 94 0 
552 95 0 
553 95 0 
554 95 0 
555 96 0 
556 96 0 
557 96 0 
558 96 0 
559 97 0 
560 97 0 
561 97 0 
562 97 0 
563 97 0 
564 97 0 
565 97 0 
566 97 0 
567 98 0 
568 98 0 
569 99 0 
570 99 0 
571 99 0 
572 99 0 
573 99 0 
574 99 0 
575 99 0 
576 100 0 
577 100 0 
578 101 0 
579 101 0 
580 101 0 
581 101 0 
582 102 0 
583 102 0 
584 102 0 
585 102 0 
586 102 0 
587 102 0 
588 102 0 
589 102 0 
590 102 0 
591 103 0 
592 103 0 
593 103 0 
594 103 0 
595 103 0 
596 104 0 
597 104 0 
598 105 0 
599 105 0 
600 105 0 
601 105 0 
602 105 0 
603 106 0 
604 107 0 
605 107 0 
606 107 0 
607 108 0 
608 108 0 
609 108 0 
610 108 0 
611 108 0 
612 108 0 
613 108 0 
614 108 0 
615 108 0 
616 108 0 
617 108 0 
618 108 0 
619 109 0 
620 109 0 
621 109 0 
622 110 0 
623 110 0 
624 110 0 
625 110 0 
626 110 0 
627 110 0 
628 110 0 
629 110 0 
630 110 0 
631 110 0 
632 111 0 
633 111 0 
634 112 0 
635 112 0 
636 112 0 
637 112 0 
638 112 0 
639 112 0 
640 112 0 
641 112 0 
642 112 0 
643 113 0 
644 113 0 
645 113 0 
646 113 0 
647 113 0 
648 113 0 
649 113 0 
650 114 0 
651 114 0 
652 114 0 
653 114 0 
654 114 0 
655 114 0 
656 114 0 
657 114 0 
658 114 0 
659 115 0 
660 115 0 
661 115 0 
662 115 0 
663 115 0 
664 116 0 
665 116 0 
666 116 0 
667 116 0 
668 116 0 
669 117 0 
670 117 0 
671 117 0 
672 117 0 
673 117 0 
674 117 0 
675 117 0 
676 117 0 
677 118 0 
678 118 0 
679 118 0 
680 118 0 
681 118 0 
682 118 0 
683 118 0 
684 118 0 
685 118 0 
686 118 0 
687 119 0 
688 119 0 
689 119 0 
690 120 0 
691 120 0 
692 121 0 
693 121 0 
694 121 0 
695 121 0 
696 121 0 
697 121 0 
698 121 0 
699 121 0 
700 121 0 
701 121 0 
702 121 0 
703 121 0 
704 121 0 
705 121 0 
706 122 0 
707 122 0 
708 122 0 
709 122 0 
710 122 0 
711 122 0 
712 122 0 
713 122 0 
714 122 0 
715 122 0 
716 122 0 
717 123 0 
718 123 0 
719 123 0 
720 123 0 
721 123 0 
722 123 0 
723 123 0 
724 123 0 
725 123 0 
726 123 0 
727 123 0 
728 123 0 
729 123 0 
730 123 0 
731 123 0 
732 123 0 
733 123 0 
734 123 0 
735 123 0 
736 123 0 
737 123 0 
738 123 0 
739 123 0 
740 124 0 
741 124 0 
742 125 0 
743 125 0 
744 125 0 
745 125 0 
746 125 0 
747 125 0 
748 125 0 
749 125 0 
750 126 0 
751 126 0 
752 126 0 
753 126 0 
754 126 0 
755 126 0 
756 126 0 
757 126 0 
758 126 0 
759 126 0 
760 126 0 
761 126 0 
762 126 0 
763 126 0 
764 126 0 
765 126 0 
766 126 0 
767 126 0 
768 126 0 
769 126 0 
770 127 0 
771 127 0 
772 127 0 
773 128 0 
774 128 0 
775 128 0 
776 128 0 
777 129 0 
778 129 0 
779 129 0 
780 129 0 
781 129 0 
782 130 0 
783 130 0 
784 130 0 
785 130 0 
786 130 0 
787 130 0 
788 130 0 
789 130 0 
790 130 0 
791 130 0 
792 130 0 
793 130 0 
794 130 0 
795 130 0 
796 130 0 
797 131 0 
798 131 0 
799 131 0 
800 131 0 
801 132 0 
802 133 0 
803 133 0 
804 133 0 
805 133 0 
806 133 0 
807 133 0 
808 133 0 
809 133 0 
810 133 0 
811 133 0 
812 133 0 
813 133 0 
814 133 0 
815 133 0 
816 133 0 
817 133 0 
818 133 0 
819 133 0 
820 133 0 
821 133 0 
822 133 0 
823 133 0 
824 133 0 
825 133 0 
826 133 0 
827 133 0 
828 133 0 
829 133 0 
830 133 0 
831 133 0 
832 133 0 
833 133 0 
834 133 0 
835 134 0 
836 135 0 
837 135 0 
838 135 0 
839 135 0 
840 135 0 
841 135 0 
842 135 0 
843 135 0 
844 136 0 
845 136 0 
846 136 0 
847 136 0 
848 136 0 
849 136 0 
850 137 0 
851 137 0 
852 137 0 
853 137 0 
854 137 0 
855 138 0 
856 138 0 
857 138 0 
858 138 0 
859 138 0 
860 138 0 
861 138 0 
862 139 0 
863 139 0 
864 139 0 
865 139 0 
866 139 0 
867 140 0 
868 140 0 
869 140 0 
870 140 0 
871 140 0 
872 140 0 
873 140 0 
874 140 0 
875 140 0 
876 140 0 
877 141 0 
878 141 0 
879 141 0 
880 141 0 
881 142 0 
882 142 0 
883 142 0 
884 142 0 
885 143 0 
886 143 0 
887 143 0 
888 144 0 
889 144 0 
890 145 0 
891 145 0 
892 145 0 
893 146 0 
894 146 0 
895 146 0 
896 146 0 
897 146 0 
898 146 0 
899 146 0 
900 146 0 
901 146 0 
902 147 0 
903 147 0 
904 147 0 
905 147 0 
906 147 0 
907 147 0 
908 147 0 
909 147 0 
910 147 0 
911 147 0 
912 147 0 
913 148 0 
914 148 0 
915 148 0 
916 148 0 
917 148 0 
918 148 0 
919 148 0 
920 148 0 
921 148 0 
922 149 0 
923 149 0 
924 149 0 
925 149 0 
926 149 0 
927 149 0 
928 149 0 
929 149 0 
930 150 0 
931 150 0 
932 150 0 
933 150 0 
934 150 0 
935 150 0 
936 150 0 
937 150 0 
938 150 0 
939 151 0 
940 151 0 
941 151 0 
942 151 0 
943 151 0 
944 151 0 
945 151 0 
946 151 0 
947 151 0 
948 151 0 
949 151 0 
950 151 0 
951 151 0 
952 151 0 
953 151 0 
954 152 0 
955 152 0 
956 152 0 
957 152 0 
958 152 0 
959 152 0 
960 152 0 
961 152 0 
962 152 0 
963 152 0 
964 153 0 
965 154 0 
966 154 0 
967 154 0 
968 154 0 
969 155 0 
970 155 0 
971 155 0 
972 156 0 
973 156 0 
974 156 0 
975 156 0 
976 156 0 
977 156 0 
978 156 0 
979 156 0 
980 156 0 
981 157 0 
982 157 0 
983 157 0 
984 158 0 
985 158 0 
986 158 0 
987 158 0 
988 158 0 
989 159 0 
990 159 0 
991 160 0 
992 160 0 
993 160 0 
994 160 0 
995 161 0 
996 161 0 
997 161 0 
998 161 0 
999 162 0 
1000 162 0 
